category,likesNum,name,nameOnSite,descriptions
music/livemusic,0,Key West Island,Key West Resort & Marina,"Key West Resort & Marina is a community of individuals who enjoy the coastal atmosphere with a casual, relaxed mixture of great music and great people."
music/livemusic,0,Two Moon Paradise,Coconut Rock Club at Two Moon Paradise,"Two Moon Paradise's Coconut Rock night club hosts many SL musicians and DJs. In an open-air venue that over looks the ocean, you can find live music every Friday, Saturday and Sunday. There's also jammin' DJs every day of the week. Come experience this warm, friendly, relaxing place to hang out and listen to great music. Read more at http://twomoonparadise.wordpress.com."
music,0,Fender,The Dirty Grind,"Hovering above Jasmine's Hollow, The Dirty Grind is a storybook steampunk haven for music and art. Proudly featuring the music of Jordan Reyne, come for an eclectic mix of live professional recordings and stay for the magical convergence of machine and nature."
music/livemusic,0,Kensington W8 London,The Greyhound Pub,"The Greyhound pub is located in the Kensington sim in London. The pub is based on a real-life pub of the same name. All ages are welcome to stop by for a pint, enjoy live performers or just relax and meet new residents. Their team is here to offer help if needed or a few lines of sage bartender wisdom. See you there."
music/livemusic,0,Atlantis City,Gridlag Music Warehouse,"Come see this hard rock, heavy metal and alternative music warehouse for singles and couples. Gridlag is your place for beautiful couples poses, dances, awesome lights and much more. Gridlag is the sort of venue where a tribute band can really cut loose and get noticed!"
music/livemusic,0,Portscatho,Gas Monkey Garage ,"Gas Monkey Garage is a muscle car garage with a gathering area in the back. Come here for live performing artists in classic garage jam session style. The hangout is voice friendly and open to everyone. Come relax, listen to some good music and meet new friends!"
music,0,Lyrica,Lyrica,"Lyrica is a unique and beautiful rustic Italian sim. Featuring shopping, weekly live music, special monthly events, picturesque spots, commercial and residential rentals. "
music/livemusic,0,Whispering Windz,Shay's Rock House,"Welcome to Shay's Rock House! Designed as part of a subterranean cave complex, complete with tunnels to explore and additional entries, the Rock House provides a rock n' roll venue, as well as a platform for emerging artists to spread their wings."
music/livemusic,0,Agua Del Alma,Area 54,"Mixing sound, video and incredible light effects, Area 54 is an art experience you'll never forget! Created by Thoth Jantzen, Area 54 is home to multimedia art, a laser-filled concert hall, a club with top DJ’s and much more. For more information, be sure to visit  http://area54sl.blogspot.co.uk/."
music/livemusic,0,Sailors Cove,Sailors Cove Theater & Park,"Sailors Cove Theater is a privately owned, nonprofit live music venue in a beautiful outdoor park setting."
music/livemusic,0,VIRTLANTIS Community,Music Island,"Plays host to weekly live classical, jazz, and new music concerts as well as multimedia arts events in a relaxing, summer festival setting. "
music/livemusic,0,Amardon,The Boom Pony Music and Beach Club,"The Boom Pony is an established live music venue with beautiful views of the beach-themed sims of Amardon.  Some of the best rock, country and alternative musicians play regularly on any given night. The Boom is known for its large dance floor, pool and one of the coolest vibes in Second Life."
music/livemusic,0,Kickin,Kickin' Club,"Hang out and enjoy good tunes and good times at Kickin', a tropical destination for live music in Second Life."
music/livemusic,0,Solace Beach,Solace Beach,"Solace Beach Estates is a community for people who love live music and the arts. They welcome new Residents and offer orientation classes and a friendly tavern for meeting new people. Their busy event schedule includes outstanding live music, club events, art exhibitions, and more. "
music/livemusic,0,Idle Rogue,Idle Rogue,"Idle Rogue is an alternative community centered around a live music venue. Featuring live music performances, DJs and burlesque shows, Idle Rogue is newcomer-friendly and professionally run. Everyone is welcome here."
music/livemusic,0,Staccato,Jack's Nightclub,"Hang out at Jack's Nightclub, a live music venue filled with great performances, contests and good times."
music/livemusic,0,Dream State,Thousand Rooms Lounge,"Listen to live music and enjoy the artwork in this performance and hangout space. As featured in the documentary ""Login2Life."""
music/livemusic,0,Key West Island,Tree of Lovers,"Tree of Lovers is has been an international music venue since January of 2011. Come see live concerts with the best artists, singers and musicians on the grid. Contact J4ck Nichols and Lisa Brune for more information."
music/livemusic,0,Toyah,Hangar '39,"Hangar '39 is a large concert hall offering a regular schedule of bands and DJs. Come join the fun at this venue, which features a large stage, dance orbs and effects make for an exciting and realistic experience you won't want to miss. Check the marquee outside the front door for schedules."
music/livemusic,0,Lionheart Scar,Under the Bridge,"Located in the canals of Lionheart's Bay City, this quayside bar hosts some of the fattest rats and roaches of the town and also is the home of unforgettable live music events. Enjoy wonderful evenings with smoky jazz and blues, rock and pop. It's a great place to make new friends."
music/livemusic,0,Nashville Music Row,Nashville Music Row,Nashville Music Row has been recreated in SL with highly detailed builds to give visitors the feel of a place where country music history was made. Explore the three venues for live musicians to perform all hours of the day.
music/livemusic,0,Nirvana Coast,Black Label,"This elegant music space includes a club bar on the first floor, complete with regularly scheduled DJs spinning all genres of music, while the second floor is dedicated to live shows in a large concert arena."
music/livemusic,0,Whispering Windz,Whispering Hearts Pavilion,The Whispering Hearts Pavilion is a combination live performance venue and a gateway to the rest of this Mediterranean-inspired land.  Enjoy fantastic musical artists while taking in the breathtaking views at Whispering Winds.
music/livemusic,0,Merry,Skystage,Skystage lives up to its name with spectacular sky-high views and live music performances that are enhanced at night by colorful firework displays. This unique venue in the sky is a great place to experience live music in Second Life.
music/livemusic,0,The Great Fissure,The Atropine,"Built by Sandusky Kayvon as a home base for the band Redzone, this derelict Mi-6 helicopter in The Great Fissure area of The Wastelands also acts as a musical hub for the region, and features live appearances by DJs and other artists."
music/livemusic,0,Xtream Hotspot,IndieSpectrum Radio,"IndieSpectrum Radio only plays independent, original music by Second Life musicians across SL and the Internet. There are also regularly-scheduled live concerts from popular performers."
music/livemusic,0,Ongwuti,Bleu Katt Lounge,"Bleu Katt features both live music and DJs nearly every day of week playing a mix of genres including blues, rock, country, and bluegrass. Special events are also held, including extended festivals and themed parties."
music/livemusic,0,Alafia Country Escape,Alafia Country Escape,"Sail down the river and pull up to Smoking Aces at Alafia, where you'll find friendly folks, live country music performances, shopping and even Sunday church service. "
music/livemusic,0,Elvenshire,The Drunken Drow,"The Drunken Drow is a place where humans, elves, dwarves, tinies, nekos and all manner of folk come to drink, dream and dance. Experience live music and DJs every day of the week in this enchanting music venue, where you can also swim in the incredible indoor Mer Tank while listening to great music."
music/livemusic,0,Sweet Whisper,Sweet Whispers,"Dance away the day with your friends and loved ones at Sweet Whispers, a live performance venue by the edge of the sea."
music,0,Ballyboo,Ballyhoo,"All people love music and it's time to make some ballyhoo on ballyboo. Ballyhoo's a place to hear handmade live music. They provide handpicked weekly events with singer/songwriters, classical and more. Come on over, browse and listen. "
photospots,0,Muzik Isle,Hesperia of Templemore,"Hesperia of Templemore is a wonderful sim dedicated to live music performances. This stunning build excites all of the senses, with several music venues that host many live events. Come to Templemore City for the beautiful views, intricate design and awesome ambiance. "
music/livemusic,0,Prankster Isle,The Merry Prankster,"The Merry Prankster supports live music by hosting new and veteran Second Life performers, and has done so for seven years. At the high tech, high times Merry Prankster venues, you can expect great music, great friends and good fun. Feel free to join the party with the Pranksters!"
music/indiealternative,0,Petruchio,Attic,"As well as being a friendly spot streaming great indie/alternative tunes and regularly scheduled live DJs, this club also features plenty of cool toys laying around for Residents to enjoy like scooters, little red wagons, and even shopping carts."
music/indiealternative,0,Clockwork,AAi,"AAi is a friendly music destination with talented indie and alternative DJs from the UK, US and around the world. A warm welcome awaits all newcomers."
music/indiealternative,0,Wisteria,Suntory Time,"Established by Lux Chiantelle in 2012, the gallery and hangout known as Suntory Time had an instant following among cult art worshipers and fine art aficionados. While the space is relaxing and fun, the focus is on the art. Currently providing a regular music event, ""Suntory Saturday Nights,"" with a rotating schedule of the grid's best dj's spinning everyone's favorite indie music. Come join them every Saturday night, 7-9 p.m. (Pacific) or stop by any time."
music/indiealternative,0,Atlantis City,Unknown Pleasures: Transmission Club,"Check out this hot club and rock out to alternative, indie, new wave, post-punk and more."
music/indiealternative,0,Demonic Night Club,Demonic Night Club,"Demonic Night Club offers round-the-clock DJs playing the hottest rock, metal, industrial, alternative and Gothic music. Great for those who want to dance on the dark side."
music/indiealternative,0,Pomponio,alt7,This club features DJs from all over the world playing a wide variety of indie and alternative music every day.
music,0,Sharlies Angels,The Music Alternative,"The Music Alternative is dedicated to alternative music, set in a replica of the Seattle Space Needle. This is a friendly environment where you can come and listen to good music with good friends. These music lovers want to share their passion with all of Second Life. "
music/indiealternative,0,Velvet,The Velvet,"Since 2006, the Velvet's been rocking the grid with alternative and eclectic DJs and has grown into a welcoming community for all discerning music connoisseurs. The Velvet is home to some of SL's most passionate DJs, and they take pride in sharing music collections with an ever appreciative crowd. And while the musicologists take tunes seriously, the vibe always stays light and fun. "
music,0,Hidden Village,Chasing Indie,"Chasing Indie is your one stop for everything indie! They've got live music, great DJ's and an amazing atmosphere. Come on down and take in the total randomness that is Chasing Indie! "
music/popmusic,0,WideWorld Objective,Opaque Klub,"Opaque Klub is where Second Life comes to listen to live mixed music. Ranging from 80's classics to today's electronic & dance, Opaque Klub is where friends are made and fun is had. "
music,0,Astrid,SynPlicity,"SynPlicity is the ultimate in sophistication and a great place for everyone. It's a place to enjoy yourself, be free, wild, mild or anything in between. "
music/popmusic,0,BIG DADDYS WORLD,Big Daddy's '80s Club,Good music. Good times. Experience the sounds of the '80s at Big Daddy's. 
music/countryfolk,0,Coco Falls,Tranquil Cafe,"Every Sunday to Thursday evening, Tranquil Cafe features live folk/pop performances, and continues to support both new and experienced musicians by offering a calm, relaxed atmosphere for dancing and making friends."
music,0,Kaileo,Sliders Music Cafe ,"Welcome to Sliders Music Cafe! Sliders is your place for dancing, games, free stuff and good music. Contact Tylor or Faith for any questions you might have. "
music,0,Calabria,Phoenix Passion,"Phoenix Passion is a great place to hangout, listen to music, meet new friends and have fun."
music/popmusic,0,Santorini Island,Santorini ,"Come visit Santorini Club and resort for a beautiful tavern, good music, live singers, dancing... Pretty much an international party every day. Since 2010, Santorini has been your place for dancing, music, groups and more. "
music/hiphopsoulreggae,0,Bay City - Sconset,Soul Vibrations,"This beautiful beach-side location and outdoor club, complete with palm trees, bar, and chill-out area, is a great place to party under the stars while enjoying the best soul music tunes around."
music/popmusic,0,Pacific Coast,Club Siren,"Club Siren features a variety of music styles ranging from current top 40's to dubstep, industrial, metal, hip hop, and R&B. This club is designed to be a place for people to relax and enjoy their time, staff included."
music/hiphopsoulreggae,0,Capital City,Bootyliciouz Club,"Hip-hop, R&B, reggae and soul music. It's all here at Bootyliciouz Club. "
music/rockmetal,0,Natures Fury,Club Eleven Seven,"A multinational rock club featuring DJ's from across the globe, Club Eleven Seven features the latest fashions in the mall, as well as some of the best music on the grid. The uniquely elegant club is set on an urban rooftop and is also noob, furry and bloodlines friendly. Come rock the day away, you won't be disappointed."
music,0,Liquid Imagination,Rock'n the Blues,"Set on a beach, Rock'n the Blues Country Club is one of the coolest places on the grid. DJ's and live entertainers provide a mix of country, blues, and rock for your enjoyment. You can also take a stroll on the boardwalk, browse a variety of shops, partake in some fishing, or just hang out by the blazing campfire."
music,0,Urania,The Current Rocks,"TCR -The Current Rocks is an abandoned power plant converted into a club dedicated to rock, pop, metal and punk. Classic rock has it's place, but the Current Rocks is about new music on the scene today. They offer a break from the same old grind, they offer something fresh, new and exciting. The Current Rocks also offers a mall of fine vendors, so get down here and rock!"
music/popmusic,0,Gecko Isles,I Love the 80's Club,"A warm cozy club where 80's music reigns all the time! Chat with the DJs, staff and other fans of the 80s music in this fun club filled with dancing, arcade games and other activities."
music,0,Supremio,Eternum Impiorum,"Eternum Impiorum is a metal, rock and EBM club located in the AdEternum Realm. They have live DJs all days of the week and good tunes. Give 'em a visit, you won't be disappointed."
music/rockmetal,0,Yes,Tender Fury,"Come to Tender Fury for classy rock, fun times and the best in music. Or just enjoy the artful meshing of ye olde worlde architecture and modern club stylings.  "
music/popmusic,0,Azizi,Duran Duran Universe,"Duran Duran Universe is the official Second Life presence of the popular band. From the top of the lipstick tower high in the Azizi sky to the underwater UFO Club in the Sanhedralite sea, the Duran Duran Universe is packed full of wonderful artistic treasures, interactive features, innovative multimedia and exciting events and games. "
music/popmusic,0,Florida,BAD,"Go retro, get bad and feel good at this South Beach-inspired hot spot. Stroll the ocean waterfront filled with art deco-inspired architecture to arrive at BAD, which features music from the 80s and 90s. "
music,0,Knightsbridge,Chubby Checkers,"Chubby Checkers is a classic rock club specializing in music from the 1950's and 60's, rock 'n roll to motown. It's located in the heart of the London Sims, and takes setting of a 1950's American diner complete with dance floor, seating and all your favorite 50's and 60's memorabilia."
music,0,Enoshima,Reality Dance Paradise,"Reality Dance Paradise Euer deutscher Romantik Club Besser und schoener denn je. Tolle neue Umgebung, angenehmes Flair, Musik nach Maß mit Qualität. 70 80 90er, Querbeet, Kuschelrock, Charts, Rock & Pop, deutsch und international. Themenabende auch mit weiteren Musikrichtungen und tollen Events. Egal ob Single, Paerchen oder einfach um neue Leute kennen zu lernen."
music/popmusic,0,Saint Pengo,Shocked Circuits,"Shocked Circuits Rock Club provides fun and lively DJ's and the friendliest staff on the grid. From new residents to veterans, everyone's immediately welcomed the moment they land. Shocked Circuits also offers hourly trivia contests with cash prizes and a free photo booth. If you're looking to meet new friends and enjoy chatting with others, come check it out."
music/rockmetal,0,Fortune Land,Rock Bunker,"Rock Bunker is a German rock and metal club with great DJ's and a perfect rocking atmosphere. Come and visit, you won't be disappointed."
music/rockmetal,0,Taygete,The Sound Garden,"The Sound Garden is a rock club set in a lush tropical garden. If you're craving rock, classic rock, hard rock, modern rock, metal, blues, punk, alt, indie rock and much much more, you should come hang out. They've got live music and big events on weekends, a chill spot, it's good the be in the Sound Garden!"
music/djs,0,Lexa,The A&J Nightclub,Hey you! Yes you. Get over to the A&J Nightclub. You want concerts? Live DJ's? Music from the 70's through today? Or maybe you just want a friendly atmosphere and drama-free atmosphere. Then what are you waiting for? Get off that couch and come dance and party at A&J Nightclub.
music/rockmetal,0,The Secret Cove,Breaking the Rules,"Looking to gain some self respect and rock like there's no tomorrow? Be honest, you're way past due. So how's about you head to Breaking the rules? A noob-friendly social club, go ahead and break some rules. "
music/rockmetal,0,Ohana Cove,Ohana Rock Club,"Visit Ohana Rock Club! You will receive a warm welcome and meet genuine folks who enjoy having a party every day. Listen to rock and pop, live DJ's 24/7 and great music. There are requests, contests and much more. Ohana means family, and that is what you will find here."
music,0,McKindred Falls,Club District,"Located in McKindred Falls, Club District is a small and cozy grunge nightclub playing rock, metal, classic rock, industrial, dubstep, and occasional themed sets. Featuring live DJ's, friendly staff, themed events and the occasional concert, you're are sure to have a great time!"
music/rockmetal,0,GreenBurg,Queen Mousette Shuffleboat,"Come see this German-language club housed on a shuffleboat and listen to rock, blues and oldies. Ein kleines feines Shuffleboat das sich von Prefab Clubs durch Liebe zum Detail unterscheidet. "
music,0,Sandrine,The Raging Storm,"The Raging Storm is the home of the fun and friendly! They hire the best DJ's and hosts on the grid. They value their VIPs and seek to create an experience, not just music. Come on down, party and have fun. "
music/rockmetal,0,The Dark Fortress,The Carden's,"Buried deep below the Dark Fortress lies the Carden's. The best of its kind, Carden's offers a beautiful mix of metal mayhem and a real chill atmosphere. Rock runs deep in their blood and will always be the focal point of Carden's. Come down and enjoy music, dancers, free drinks, weekly contests, free featured items and much more. Keep it loud and keep it rocking!"
music,0,Quezon,Black Label Metal Club,"Black Label Metal Club is for extreme metal lovers. They provide a wide spectrum of death, black, thrash, doom, DSBM metal and more for the ultimate underground listening experience. They have live concerts, live DJs and scheduled sets 7 days a week. The club is located at Helvete Norge Fjord, so expect to see a dark theme, complete with a horror asylum, ancient ruins, creepy cemeteries, satanic churches and more."
music/cafes,0,Rouge,Rouge,"The Rouge sim, created by Eshi Otawara, was built to house the legendary Code Red Lounge and the Rouge Gallery Walk, as well as the Rouge Boutique and MechanizedLife. The Rouge Boutique offers products from multiple content designers -- most of it themed with the red color."
music/rockmetal,0,Turtle,Liquid Inferno ,"Liquid Inferno is absolutely the hottest club on the grid! Come party to industrial, hard rock, EBM, hardcore alternative, metal, punk, gothic, darkwave and more. Give in to the fire that burns within!"
music/cafes,0,Moulin Rouge,The Moulin Rouge,The Moulin Rouge is a grand theater and dance hall inspired by the classic French cabaret venue.
music/cafes,0,Effington Wood,Cool Beans Coffee,"Cool Beans is a little coffeehouse to hang out in if you want to relax with good friends and listen to some great music. Stop by for games, coffee, friends and fun in a beautiful mainland region."
music,0,WatchTower,Cheeky Tiramisu Cafe,"A quaint little cafe embedded in a peaceful forest. Enjoy your time here with that special someone, a dear friend or just relax by yourself. View the lighthouse from the backyard deck and maybe even find the hidden cave. Explore the forest and venture out to the rest of the landscape... by land or by boat. "
music/cafes,0,Bay City - Mashpee,The Pen,"Hey all you cats and kittens, focus your audio on this: The Pen, Bay City's only beatnik hang-out, is open! Grab a cup of java juice and jungle on up in this funky shack. Listen to beat greats and hang out awhile. They're no red onion, they've got it all going on. Point that lead sled to Bay City - Mashpee and sail on by. You can't miss it. "
music/cafes,0,Little Zion,Ichigo Juice Bar,"Come to the Cho Kawaii Juice Bar/Impromptu Dance Party Cafe!  See live DJ's, have fun meeting new friends and trying unique juice drinks and snacks. What's not to love?"
miscellaneous,0,Bay City - Harwich,Y*STAY,"Where can you stay for one Linden a day? It's fun to stay at the Y*STAY, where you can hang out, play games, use the weight room, play basketball have fun at the rooftop bar — and more. Bay City's best-kept secret! Located close to trolleys, shopping and the Happy Hippo Fun Land."
music/cafes,0,Sanchita,Carnival Burlesque,"Visit Carnival Burlesque for a glimpse into the magical world of burlesque in all its magnitude. From classic to modern, gorgeous to hilarious, pure to mad; Carnival Burlesque is everything you know about burlesque and more. It's sexy, it's fun, and it's glamorous!"
miscellaneous,0,Banyaga,Bloom Estates Community,"Welcome to this land of wineries, parks, beaches, rivers and hangouts. The Bloom Estates community was established in 2008, and residents from all over the world have made their home here. The area includes six neighboring mainland regions, including Banyaga, Gidzenko, Motru, Perelman, Troelstra and Variyar. More info at: http://bit.ly/qMpsLz"
miscellaneous,0,Barneys Bay,Barney's Bay,"Come explore this charming seaside town. Explore the shops, down a few in the Pub and take home a free bicycle."
miscellaneous,0,Lionheart,Lionheart Estate Continent,"Lionheart is one of the few estates with a contiguous continental environment and infrastructure, versus the typical isolated sims, making it an extraordinary place to visit and discover. More than 55% of the areas are public, protected land with waterways and lakes, streets, paths and railroads, natural parks and scenery. Visit this great community of residential and commercial land owners today!"
pets,0,Imzadi,Cartoonimals,"This colorful store offers a range of whimsical, scripted, animated cartoon animals to enhance your home or garden. There's also a selection of shoulder pets, slippers, tip jars, and blimps to add to the fun."
pets,0,Cliffoed,Neon Frog Studios,Tired of the same old dogs and cats? Neon Frog is here to help! They specialize in unique pets from warthogs to triceratops. And just how unique is unique? Two words: albino squirrels.
pets,0,Boardman,sionChicken,"Raise your own chickens in Second Life! With each sionChicken egg, you'll hatch a unique chicken that you can feed and take care of."
pets,0,Animania Island,Animania Island,"See beautiful birds, fish and insects living in a wonderful natural environment. Feed the swans and ducks, watch the parrots and hummingbirds, ride the dolphins, or visit the underwater room to view the seahorses and clownfish."
pets,0,Whitefish,Bridget's Pets & Outdoors,"Features a selection of cute wildlife and pets, including ""wearable"" kittens and free-roaming baby tigers. Bridget's also offers fully animated gardens complete with animals and flower gift baskets with birds."
pets,0,Jeju,The Parktown Zoo,"Patterned after the many parks and zoos built by the WPA during the Great Depression, the nostalgic, urban-style Parktown Zoo features animals and sculptures by some of the finest content creators in Second Life."
pets,0,Nectaris,Hoof It!,"Like horses? At Hoof It!, you can ride through a cross country course, show jump in the paddock or train (and even build) in the riding school sandbox. Visit the riding horses in the sales barn and try the demos, or check out the avatar stables and get your own hooves as a horse, donkey or even a centaur."
pets,0,Turing Isle,Virtual Kennel Club,"At VKC Dogs, Residents can adopt intelligent pups who are able to learn, interact, and respond to their owners. Staff are on hand to help you train your new canine buddy, and there are plenty of accessories to buy if you choose to pamper your pooch."
games,0,Morrill3,Bed Bug Hotel,"Bed bugs can lurk in any hotel room. The LittleTown Inn is a clean and classy-looking establishment, but don't let this give you a false sense of security. Play the game and learn how to protect yourself from the worldwide bed bug epidemic on your travels."
games,0,Eontria,The Combat Continent,"If you're looking for combat, this is the place. The Combat Continent is a central hub of Second Life military activity; with four regions total, so there's plenty to fight over. This is a Linden Labs Combat System (LLCS) sim, which means parcel damage is enabled and no HUD or special equipment is required to participate. Grab a gun and jump in!"
games,0,Wasteland,Atlas Defense Industries,"Are you interested in combat? If so, look no further. Atlas Defense Industries is a fallout/wasteland-themed military group that uses Linden Damage. No HUD's or special equipment needed. So come visit, pick up a weapon from the HUB and go wild."
games,0,Medusa,Thunders Wonderworks,"Visit Thunderworks, the mad science lab with unique games and creations for Second Life. With over 20+ games for sale, feel free to play games against your friends or by yourself using the games table."
games,0,Da Vinci Isle,The Lost Mine,"Professor Peabody claims he's found the Lost Mine of Stonehammer. This mine, kept secret by its creators, is full of gold, gems, chalices, and other such wonders. Problem is, he lost the map. Now he's asking for adventurers to help find the map and travel to a magical realm and trace his steps back to the mine. The Lost Mine is an interactive and immersive adventure hunt with prizes. "
games,0,Kido Province,Kido,"Welcome to Kido, a place to play, learn and teach the game of Go. With many boards, monthly organized tournaments, prizes and more, Kido is a great place for beginners and experts alike. And if you need a break, try exploring the Kido Province, a beautiful ancient Japanese SIM with a very active community. For more information, read the info boards at the landing point or ask other players."
haunted,0,Villevotte,Post Mortum Designs,"Post Mortum Designs sells haunted, horror and elegant goth items including original designs and cult classics. Enter this shop where your nightmares come true in 3D."
haunted,0,Bad Romance,Hell House,You are cordially invited to enter Hell House. Twenty rooms in over five floors of supernatural terrors and dark eroticism await you in this unique interactive experience for adults only.
haunted,0,Alcona,Mikey's Halloween World,"Mikey's Halloween World continues to be a favorite place for all your flexi Halloween props, dead trees, gargoyles and cemetery supplies. They've got new and frightening stuff all the time, come check it out!"
haunted,0,Sevenfold,Bentham Manor,"Enter at your own risk! Take the Bentham Tour Pod to get a quick overview of the eerie, smoky grounds before heading into the haunted house itself which is full of creepy things guaranteed to make you jump. Don't say we didn't warn you."
haunted,0,LandOurs,7th Annual Haunting,"Come see this seventh annual extravagant haunting. With over two full hours of fun in four major areas, asylums, abandoned amusement parks, zombie combat, pirate ships, haunted mansions and much more. The must see event of Halloween!"
haunted,0,Pulse,System Failure,"From the creators of the Flesh Game and Resting Place comes the seventh Halloween survival horror event: System Failure. Not for the squeamish, System Failure is a completely interactive and possibly rewarding Second Life gaming experience. Featuring multiple levels, challenging puzzles, big scares dozens of prizes. Opening October 17, there is no safe mode in System Failure. "
games,0,Karoastoff,K.R. Engineering,"K.R. Engineering offers a variety of board games inspired by classics, and some of them have Second Life twists. Visit with friends and play, and if you want to take any of the games back to your personal parlor, they're all for sale."
games,0,Sialimonus,The Dunes Raceway,"The Dunes is a sim-wide racetrack that tackles hills and tunnels in a rocky dessert landscape. The creators provide free dune buggies, motor bikes, go carts, even two-wheeled self-balancing personal transports. Race with friends or zoom around for practice. Embrace speed!"
games,0,Dwarfins,Dwarfins,"Banished from the land of their birth, separated from their creator, the Dwarfins must find a way to survive on their own. Will you help them build their community and learn the secrets of creating life? Create unique villagers and let them build their own village or kingdom. Earn achievements, garden, fish, mine for items to use in crafting."
games,0,Flotsam Beach,7Seas Fishing Headquarters,"Visit the headquarters of Second Life's popular 7Seas fishing game and discover a fun, affordable way to enjoy the great (virtual) outdoors."
games,0,Michigan Bay,Hunt & Hunters Resource Centre,Looking for the latest scavenger hunts across Second Life? The Hunt & Hunters Resource Centre is your one-stop destination for finding current and upcoming hunts that will have you seeking hidden items and finding free goodies across the grid.
games,0,LR Portal Park1,Linden Realms,"Enter a mysterious portal to transport to a whole new gaming area filled with challenging quests, hidden crystals, menacing crazy rock creatures and big adventures. "
games,0,Hastings,Roleplay Centre,Interested in learning more about the Gorean and role-playing communities in Second Life? This central hub is a useful starting point to discover more about the many sims and communities in SL.  More info at roleplaycentre.com.
games,0,Fortenlost,Vetox Simboarding,"Grab a simboard at Vetox and join a game of SimBall, a unique Second Life game where you must score more points than the opposing team and combat opponents with specialized board abilities. Use your energy and skills wisely as you dodge and attack opponents to make goals and score."
games,0,Future City,Future City,Play casual games or shop with friends at Future City.
haunted,0,Dreyfus,GRIMWORX Horror Shop,"GRIMWORX has realistic interactive items for your haunted house, medieval dungeon, or Gothic sim that are perfect for any spooky occasion. Frighten your guests with traps, fog, spiders, bats, snakes, ghosts and more."
games,0,Caiman,Premium Wilderness,"Hang out, socialize and meet new people at the boat dock social area, where you can relax in the rocking chair, play checkers or find new friends to chat with. Premium membership required. More info at secondlife.com/premium."
haunted,0,South Channel,Channel Island Mental Hospital,"For years, Channel Island Mental Hospital was the home of the mentally deranged of Bay City and beyond. Now abandoned, the asylum is said to be the home of strange goings-on after dark. Bring a friend — and stay together."
haunted,0,Victorian Harbor Stables,Haunted Mansion - A Strange Museum,"Wander through this haunted museum, with its strange collections, vanishing doors, puzzles, traps and poltergeists. You never know what is hiding in closets or behind mirrors or under the bed. You might even meet your lost love there, if you dare. At the end, you can only escape in the guise of a raven, which you get to keep if you are able to find it at all."
haunted,0,Psycho Chaos,Psycho Misfit,"Horror fans will want to revisit some of their favorite nightmares at Psycho Misfit, a role-play experience that combines classic horror with a twist of Victorian steampunk."
haunted,0,Tethys,St. Thaddeus Haunted Monastery,"Explore the secrets of this haunted monastery, where you'll find hidden treasure and spooky surprises. Make magic potions to take home, ride the rapids or pray to St. Jude for lost causes. "
howto/creator,0,Furu,Wiley Books,"Learn about Wiley Books, including the recently-published ""The Second Life Grid: The Official Guide to Communication, Collaboration, and Community Engagement."""
howto/creator,0,Paradise Landing,USC Textures,"Housed in a giant pyramid, USC offers a wide selection of textures from a variety of SL designers in a number of different categories including building, fabric, metals, art, ethnic, seasonal, and nature."
home/homes,0,Last Rescue,LR Script & Design,"LR Script & Design builds prim-saving ""prefabs with passion,"" as well as gadgets, animations, poses, scripts and more. "
home/homes,0,Nueltin,Klaar Space Design,"Klaar Space Design is an oceanside store offering a selection of pre-made houses, furniture sets, and building materials. The nearby Lover's Forest and craft village entice Residents to relax once they're done shopping. "
howto/creator,0,Sweet,Sculptyliciouz,"For fantasy builders everywhere, Sculptyliciouz is a great place to shop for building kits and sculpted/textured items with colorful plushie, neko, cartoon, and video game influences."
haunted,0,Yulmu,Sinatra's Spook House,"Terror awaits all who brave the Spook House, an interactive ""dark"" attraction that is among the oldest haunted rides in Second Life. After you've been shaken up,  wobble over to the other unsettling sights in the area."
haunted,0,Falmouth,Falmouth Hotel,Bay City authorities have declared the Hotel Falmouth to be a hazard. Intruders will be prosecuted! A number of persons have gone missing on the island in the three years since the hotel was closed. Will you be next?
haunted,0,Elven Mist,Bentham Forest,"Wander and explore the dark, foreboding landscape that is Bentham Forest. Explore and discover the secrets of this vast haunted forest."
haunted,0,London City3,London Dungeon,"London City presents the most grisly show on earth. A thousand years of horrible history, Jack The Ripper, The Black Plague, Sweeny Todd and the gruesome torture chambers of old London City. Join the fun with regular new attractions and parties in this sinister surroundings."
haunted,0,Enchantment Island,The House on Haunted Hill ,"This huge haunted house features over four floors with many hidden, secret passages and special animated spooky happenings! Don't come alone!"
games,0,Sculptie Experiments,Dranopia Quest II: The Revolt,"The Dranopia saga continues. After defeating the Grom, the canyon was flooded. In the depths of the rock caves, the forgotten revolt remains. Visit the new game at the Virtual Services region and win the grand prize. Learn how to play at http://bit.ly/GHd6Jz or see a video of gameplay at http://bit.ly/FQp3MT."
games,0,Desperation Andromeda,LOGOS Collectible Card Game,"In this collectible card game, you'll take on other Second Life opponents for one-on-one battle, using cards that provide both defensive and offensive capability. As you level up, you will gain more cards with many new abilities, and move closer to obtaining special rewards. "
games,0,The Forge,MCM Combat Systems,Engage in robotic battle wargaming at this full-featured combat sim.
games,0,Choerom,Celestial Game Tower,"Celestial Game Tower is home to hundreds of board, card, arcade, virtual sports and other types of games.  Play alone or with friends at this expansive, entertaining gaming zone!"
games,0,Flotsam Beach,Insert Coin Arcade,"Play original retro-style arcade games, including VectorZone and Zombie Meltdown, at the Insert Coin Arcade in Flotsam Beach. "
